ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
6058,10082,7646,9168,9251,25088
6054,9590,7635,8767,9007,24761
6150,10005,8036,8671,9519,25686
6013,10063,8312,8885,9121,25315
5855,9780,8238,9170,9254,24960
6076,10157,7564,8361,9602,25911
6068,10036,8108,8033,9466,25525
6005,10090,7863,8322,8787,24880
6014,9649,7889,8350,9730,25751
5982,10675,7969,8863,9390,25300
5787,10069,7959,9297,8814,24623
6161,10449,8279,8938,8942,25520
6091,9677,8024,9212,9096,25154
6136,9954,7706,9255,9197,25539
5968,9968,7724,8494,9134,25071
6028,10151,8174,8432,9216,25389
6064,10318,8544,9832,8694,24922
5987,10274,8261,8277,9435,25561
6092,9899,7996,8912,9301,25411
5959,10416,7762,8970,9688,26070
6269,10200,8288,9469,9671,25768
6132,9980,8021,8723,8754,25065
6223,10357,8256,8584,9083,25083
5843,10130,7942,9269,9569,25436
9486,20570,8638,9859,10243,37728
6162,10068,8181,8913,9687,25857
6019,10146,7525,8449,9699,25662
6079,9853,7760,9105,9071,25012
6118,10389,22957,8673,20269,25857
5902,10239,7916,9061,9376,25463
6144,10355,7838,8778,9557,25502
5863,9500,7602,8738,9162,25403
6014,10066,8226,8912,9050,24887
6017,9775,8299,9023,9120,25088
5859,9792,7612,9326,8998,25217
5943,10073,7978,8424,9086,25211
5855,10640,8112,8852,8804,25001
5863,10357,8048,9749,9326,25752
6051,9517,7789,9094,9340,25289
6136,9896,7879,9059,9221,25361
6069,10130,8088,8733,9597,26059
6121,10266,8168,9114,8801,24988
6105,9719,7839,9568,9631,25569
5902,10466,8174,8887,9421,25639
6141,10244,8011,9196,9433,25623
6289,10207,8322,8545,9247,25356
5931,9666,7882,8704,8522,24955
5997,10041,7794,8597,9096,25107
6104,10368,8051,8619,9232,25539
5760,10205,8390,8972,9115,25410
6225,10282,8263,9430,9288,25516
6028,10037,7467,8305,9593,25644
5951,9798,7231,8796,9164,25419
5997,9844,8359,8823,9499,25825
6154,10143,8167,9558,9818,25914
6077,9848,8194,9239,9418,25263
